,added_date,estimated_duration,start_date,end_date,real_duration,returns,software,dev,squad,client,status
6116,2020-07-17,11,2020-10-13,2020-10-26,10,0,A,Lara,Theta,Cavalcanti,Concluído
6117,2020-07-17,10,2020-09-02,2020-09-16,11,0,F,Mirella,Kappa,Gonçalves Pinto - ME,Concluído
6118,2020-07-17,7,2020-08-28,2020-09-01,3,0,E,Mirella,Kappa,Almeida Carvalho S.A.,Concluído
6119,2020-07-17,10,2020-09-18,2020-09-28,7,0,G,Agatha,Zeta,Castro e Filhos,Concluído
6120,2020-07-17,17,2020-07-17,2020-08-03,12,0,A,Valentina,Kappa,Aragão,Concluído
6121,2020-07-17,14,2020-08-14,2020-09-03,15,0,A,Brenda,Epsilon,Martins,Concluído
6122,2020-07-17,19,2020-07-20,2020-08-03,11,0,D,Maria Eduarda,Epsilon,Azevedo,Concluído
6123,2020-07-17,8,2020-08-31,2020-09-08,7,1,B,Emanuelly,Chi,Aragão,Concluído
6124,2020-07-17,9,2020-08-25,2020-08-28,4,0,B,Lara,Theta,da Rosa,Concluído
6125,2020-07-17,18,2020-10-05,2020-10-30,20,3,C,Helena,Epsilon,Monteiro Ltda.,Concluído
6126,2020-07-17,6,2020-08-10,2020-08-14,5,3,A,Valentina,Theta,Souza - ME,Concluído
6127,2020-07-17,15,2020-07-24,2020-08-04,8,1,D,Ana Clara,Epsilon,Jesus,Concluído
6128,2020-07-17,11,2020-09-25,2020-10-02,6,0,F,Emanuelly,Kappa,Mendes,Concluído
6129,2020-07-17,13,2020-08-21,2020-09-07,12,0,D,Mirella,Theta,Santos Nunes S/A,Concluído
6130,2020-07-17,4,2020-07-17,2020-07-21,3,0,A,Lara,Kappa,da Rosa,Concluído
6131,2020-07-20,5,2020-09-01,2020-09-03,3,0,C,Emanuelly,Theta,Barbosa Moura - EI,Concluído
6132,2020-07-21,9,2020-08-21,2020-08-31,7,2,D,Valentina,Kappa,Cunha S/A,Concluído
6133,2020-07-21,20,2020-08-07,2020-08-28,16,0,B,Helena,Epsilon,Melo Silva e Filhos,Concluído
6134,2020-07-21,20,2020-10-06,2020-10-29,18,0,C,Lara,Kappa,Ribeiro - ME,Concluído
6135,2020-07-21,2,2020-09-18,2020-09-18,1,3,E,Ana Clara,Epsilon,Almeida da Mota - EI,Concluído
6136,2020-07-22,9,2020-08-31,2020-09-04,5,1,E,Carolina,Zeta,Caldeira,Concluído
6137,2020-07-22,8,2020-09-21,2020-09-25,5,1,B,Helena,Epsilon,Ramos Jesus S.A.,Concluído
6138,2020-07-22,5,2020-09-02,2020-09-08,5,1,G,Mirella,Chi,Pereira Oliveira S.A.,Concluído
6139,2020-07-22,7,2020-08-28,2020-09-08,8,1,B,Carolina,Epsilon,Freitas,Concluído
6140,2020-07-23,7,2020-08-25,2020-08-28,4,2,G,Agatha,Epsilon,Viana da Rocha S/A,Concluído
6141,2020-07-23,11,2020-09-17,2020-09-25,7,1,G,Helena,Theta,Barbosa - ME,Concluído
6142,2020-07-23,3,2020-08-18,2020-08-21,4,2,D,Brenda,Epsilon,Melo,Concluído
6143,2020-07-23,12,2020-08-06,2020-08-14,7,0,B,Helena,Kappa,Ribeiro,Concluído
6144,2020-07-23,9,2020-07-28,2020-08-03,5,1,A,Lara,Kappa,Cardoso,Concluído
6145,2020-07-23,19,2020-07-29,2020-08-21,18,0,C,Lara,Kappa,Nogueira,Concluído
6146,2020-07-23,9,2020-09-22,2020-10-02,9,1,B,Maria Eduarda,Epsilon,Silveira S.A.,Concluído
6147,2020-07-24,14,2020-10-02,2020-10-22,15,3,D,Agatha,Epsilon,Freitas,Concluído
6148,2020-07-24,20,2020-08-11,2020-08-28,14,2,G,Valentina,Theta,da Luz,Concluído
6149,2020-07-24,11,2020-10-13,2020-10-23,9,0,D,Lara,Theta,Duarte,Concluído
6150,2020-07-24,1,2020-10-08,2020-10-08,1,0,G,Helena,Zeta,da Conceição - EI,Concluído
6151,2020-07-24,14,2020-10-08,2020-10-16,7,0,B,Mirella,Kappa,Campos - ME,Concluído
6152,2020-07-24,13,2020-08-28,2020-09-09,9,0,E,Ana Clara,Epsilon,Barbosa - ME,Concluído
6153,2020-07-24,9,2020-07-27,2020-07-31,5,2,D,Helena,Epsilon,Campos Rezende - ME,Concluído
6154,2020-07-24,5,2020-08-17,2020-08-20,4,2,G,Mirella,Epsilon,Castro S/A,Concluído
6155,2020-07-24,6,2020-07-29,2020-07-31,3,0,G,Brenda,Theta,Pereira Aragão - ME,Concluído
6156,2020-07-24,13,2020-08-31,2020-09-07,6,2,E,Valentina,Theta,Peixoto,Concluído
6157,2020-07-24,4,2020-08-04,2020-08-07,4,1,D,Emanuelly,Theta,Gomes,Concluído
6158,2020-07-24,9,2020-09-04,2020-09-08,3,1,E,Maria Eduarda,Epsilon,Martins,Concluído
6159,2020-07-24,11,2020-09-29,2020-10-09,9,0,B,Brenda,Kappa,Freitas,Concluído
6160,2020-07-24,15,2020-09-08,2020-09-25,14,2,A,Valentina,Kappa,Duarte Melo Ltda.,Concluído
6161,2020-07-24,13,2020-07-31,2020-08-14,11,1,C,Maria Eduarda,Kappa,Pinto,Concluído
6162,2020-07-27,15,2020-09-28,2020-10-09,10,1,F,Lara,Kappa,Barbosa - EI,Concluído
6163,2020-07-27,15,2020-08-25,2020-09-09,12,0,G,Ana Clara,Kappa,Martins e Filhos,Concluído
6164,2020-07-27,13,2020-08-28,2020-09-04,6,3,A,Emanuelly,Theta,da Rocha,Concluído
6165,2020-07-27,5,2020-08-14,2020-08-21,6,1,D,Helena,Kappa,Monteiro Ltda.,Concluído
6166,2020-07-27,6,2020-08-20,2020-08-24,3,0,F,Valentina,Theta,Campos - ME,Concluído
6167,2020-07-28,5,2020-08-28,2020-08-31,2,0,C,Emanuelly,Epsilon,Araújo,Concluído
6168,2020-07-28,2,2020-08-06,2020-08-07,2,0,C,Carolina,Epsilon,Castro e Filhos,Concluído
6169,2020-07-28,9,2020-09-24,2020-10-02,7,2,F,Agatha,Chi,Cunha S/A,Concluído
6170,2020-07-28,7,2020-08-03,2020-08-11,7,0,G,Valentina,Chi,Pereira,Concluído
6171,2020-07-29,9,2020-10-20,2020-10-30,9,0,D,Agatha,Epsilon,Moreira - EI,Concluído
6172,2020-07-29,14,2020-08-27,2020-09-11,12,0,E,Brenda,Kappa,Almeida da Conceição - EI,Concluído
6173,2020-07-29,8,2020-09-18,2020-09-25,6,0,A,Helena,Kappa,Jesus,Concluído
6174,2020-07-29,20,2020-09-16,2020-10-02,13,0,E,Valentina,Theta,Barros,Concluído
6175,2020-07-30,14,2020-08-21,2020-08-28,6,0,A,Maria Eduarda,Epsilon,Duarte S.A.,Concluído
6176,2020-07-30,12,2020-08-10,2020-08-20,9,1,C,Carolina,Kappa,Ferreira,Concluído
6177,2020-07-30,14,2020-09-15,2020-10-01,13,2,A,Mirella,Kappa,da Cruz,Concluído
6178,2020-07-30,10,2020-08-04,2020-08-18,11,0,B,Agatha,Kappa,da Cunha Ltda.,Concluído
6179,2020-07-30,16,2020-09-22,2020-10-07,12,0,B,Helena,Theta,Costa,Concluído
6180,2020-07-30,6,2020-08-14,2020-08-17,2,1,C,Helena,Epsilon,Rezende,Concluído
6181,2020-07-31,14,2020-08-31,2020-09-14,11,1,F,Valentina,Kappa,da Cunha,Concluído
6182,2020-07-31,16,2020-08-14,2020-08-21,6,0,F,Maria Eduarda,Kappa,Silveira,Concluído
6183,2020-07-31,5,2020-09-25,2020-10-01,5,3,B,Carolina,Epsilon,da Rosa,Concluído
6184,2020-07-31,15,2020-09-09,2020-09-24,12,1,C,Lara,Zeta,Farias,Concluído
6185,2020-07-31,19,2020-10-01,2020-10-13,9,1,B,Ana Clara,Kappa,das Neves,Concluído
6186,2020-07-31,12,2020-08-26,2020-09-07,9,0,G,Helena,Epsilon,Moreira - EI,Concluído
6187,2020-07-31,4,2020-10-12,2020-10-14,3,1,A,Valentina,Zeta,Moraes S/A,Concluído
6188,2020-07-31,6,2020-09-18,2020-09-28,7,0,E,Mirella,Kappa,Melo,Concluído
6189,2020-07-31,12,2020-09-03,2020-09-10,6,3,F,Maria Eduarda,Epsilon,Fogaça Cardoso e Filhos,Concluído
6190,2020-07-31,6,2020-10-14,2020-10-21,6,1,B,Maria Eduarda,Epsilon,da Luz - EI,Concluído
6191,2020-07-31,2,2020-08-28,2020-09-01,3,0,B,Lara,Kappa,Santos Rodrigues S.A.,Concluído
6192,2020-07-31,17,2020-09-04,2020-09-30,19,0,C,Maria Eduarda,Kappa,da Cunha,Concluído
6193,2020-07-31,3,2020-09-25,2020-09-29,3,2,C,Mirella,Epsilon,Carvalho,Concluído
6194,2020-07-31,19,2020-07-31,2020-08-28,21,2,G,Emanuelly,Kappa,da Luz - EI,Concluído
6195,2020-08-03,1,2020-10-30,2020-10-30,1,0,E,Lara,Kappa,das Neves da Rocha e Filhos,Concluído
6196,2020-08-03,19,2020-09-21,2020-10-01,9,0,B,Agatha,Epsilon,Campos Rezende - ME,Concluído
6197,2020-08-03,11,2020-10-16,2020-10-29,10,0,G,Mirella,Kappa,Cavalcanti,Concluído
6198,2020-08-03,20,2020-10-16,2020-10-28,9,1,D,Emanuelly,Zeta,Nogueira,Concluído
6199,2020-08-04,1,2020-09-10,2020-09-10,1,0,B,Maria Eduarda,Kappa,Campos - ME,Concluído
6200,2020-08-04,6,2020-10-01,2020-10-07,5,0,B,Ana Clara,Kappa,Silveira Fernandes S.A.,Concluído
6201,2020-08-04,7,2020-10-14,2020-10-16,3,0,E,Mirella,Chi,Melo,Concluído
6202,2020-08-04,2,2020-08-18,2020-08-19,2,0,B,Ana Clara,Theta,Ferreira da Cunha S/A,Concluído
6203,2020-08-04,18,2020-10-02,2020-10-12,7,0,A,Lara,Epsilon,Sales,Concluído
6204,2020-08-05,6,2020-10-23,2020-10-30,6,0,G,Valentina,Epsilon,Cardoso da Mota S/A,Concluído
6205,2020-08-05,11,2020-09-24,2020-10-02,7,0,F,Valentina,Kappa,Vieira,Concluído
6206,2020-08-06,17,2020-09-04,2020-09-28,17,0,G,Maria Eduarda,Epsilon,Oliveira,Concluído
6207,2020-08-06,5,2020-09-30,2020-10-06,5,1,B,Carolina,Epsilon,Souza Ribeiro Ltda.,Concluído
6208,2020-08-06,6,2020-10-14,2020-10-21,6,0,G,Agatha,Chi,Campos e Filhos,Concluído
6209,2020-08-06,10,2020-09-04,2020-09-18,11,1,E,Valentina,Epsilon,Barbosa - EI,Concluído
6210,2020-08-06,10,2020-09-08,2020-09-18,9,0,C,Agatha,Epsilon,Nogueira,Concluído
6211,2020-08-07,18,2020-09-04,2020-09-24,15,2,E,Agatha,Kappa,Pereira Oliveira S.A.,Concluído
6212,2020-08-07,9,2020-08-31,2020-09-11,10,0,F,Carolina,Epsilon,Azevedo,Concluído
6213,2020-08-07,6,2020-09-02,2020-09-10,7,0,B,Brenda,Theta,Costa S/A,Concluído
6214,2020-08-07,16,2020-11-06,2020-11-23,12,0,C,Valentina,Theta,Cardoso,Concluído
6215,2020-08-07,2,2020-09-04,2020-09-04,1,3,D,Mirella,Kappa,Pereira Oliveira S.A.,Concluído
6216,2020-08-07,1,2020-09-11,2020-09-11,1,0,E,Ana Clara,Kappa,das Neves,Concluído
6217,2020-08-07,17,2020-11-06,2020-11-16,7,0,G,Brenda,Epsilon,Azevedo S/A,Concluído
6218,2020-08-07,20,2020-10-23,2020-11-20,21,0,B,Valentina,Kappa,Carvalho,Concluído
6219,2020-08-07,9,2020-08-28,2020-09-08,8,0,A,Ana Clara,Kappa,Almeida da Conceição - EI,Concluído
6220,2020-08-07,4,2020-10-16,2020-10-22,5,1,A,Carolina,Epsilon,Barbosa - ME,Concluído
6221,2020-08-07,10,2020-10-29,2020-11-06,7,0,F,Emanuelly,Kappa,Costa S/A,Concluído
6222,2020-08-07,20,2020-10-30,2020-11-20,16,0,A,Brenda,Chi,Moura,Concluído
6223,2020-08-07,12,2020-08-14,2020-08-28,11,1,D,Emanuelly,Epsilon,Cavalcanti,Concluído
6224,2020-08-07,14,2020-08-13,2020-08-31,13,0,D,Agatha,Kappa,Rocha Jesus S/A,Concluído
6225,2020-08-07,5,2020-08-10,2020-08-14,5,0,D,Emanuelly,Epsilon,Souza - ME,Concluído
6226,2020-08-07,19,2020-10-09,2020-11-03,18,0,G,Maria Eduarda,Epsilon,Nascimento Rodrigues - ME,Concluído
6227,2020-08-07,1,2020-09-11,2020-09-11,1,0,E,Lara,Epsilon,Fogaça Pinto e Filhos,Concluído
6228,2020-08-10,4,2020-09-14,2020-09-18,5,0,C,Ana Clara,Theta,Cavalcanti,Concluído
6229,2020-08-10,14,2020-09-18,2020-10-09,16,0,C,Agatha,Kappa,Gomes,Concluído
6230,2020-08-10,1,2020-09-18,2020-09-18,1,0,G,Helena,Epsilon,da Rosa,Concluído
6231,2020-08-10,12,2020-08-11,2020-08-21,9,1,D,Valentina,Kappa,Araújo,Concluído
6232,2020-08-10,6,2020-10-16,2020-10-22,5,2,A,Ana Clara,Epsilon,Peixoto,Concluído
6233,2020-08-10,10,2020-09-11,2020-09-17,5,0,E,Mirella,Theta,Barbosa - ME,Concluído
6234,2020-08-10,11,2020-09-24,2020-10-05,8,0,G,Helena,Epsilon,da Rocha,Concluído
6235,2020-08-10,12,2020-08-11,2020-08-17,5,0,E,Lara,Epsilon,Alves,Concluído
6236,2020-08-10,1,2020-09-11,2020-09-11,1,0,G,Emanuelly,Chi,Duarte Melo Ltda.,Concluído
6237,2020-08-11,17,2020-08-24,2020-09-11,15,0,G,Agatha,Epsilon,Azevedo,Concluído
6238,2020-08-12,6,2020-09-16,2020-09-24,7,2,F,Emanuelly,Kappa,Martins,Concluído
6239,2020-08-13,3,2020-09-22,2020-09-25,4,0,C,Valentina,Theta,Pereira,Concluído
6240,2020-08-13,14,2020-09-15,2020-09-29,11,0,A,Lara,Kappa,Barbosa e Filhos,Concluído
6241,2020-08-13,9,2020-10-21,2020-10-26,4,1,G,Agatha,Kappa,Costa,Concluído
6242,2020-08-13,7,2020-09-23,2020-09-28,4,1,D,Brenda,Kappa,Ramos Jesus S.A.,Concluído
6243,2020-08-13,9,2020-09-23,2020-10-02,8,0,E,Brenda,Theta,Sales,Concluído
6244,2020-08-14,6,2020-11-09,2020-11-12,4,0,G,Helena,Theta,Almeida,Concluído
6245,2020-08-14,8,2020-08-19,2020-08-21,3,0,A,Helena,Kappa,Santos Rodrigues S.A.,Concluído
6246,2020-08-14,16,2020-11-12,2020-12-02,15,0,D,Agatha,Kappa,Ribeiro - ME,Concluído
6247,2020-08-14,17,2020-10-09,2020-10-16,6,0,E,Maria Eduarda,Epsilon,da Cruz Cunha - EI,Concluído
6248,2020-08-14,20,2020-09-22,2020-10-16,19,0,G,Mirella,Theta,Barros,Concluído
6249,2020-08-14,19,2020-09-04,2020-09-24,15,1,F,Agatha,Theta,Fogaça Cardoso e Filhos,Concluído
6250,2020-08-14,14,2020-09-03,2020-09-10,6,0,C,Mirella,Kappa,Azevedo S/A,Concluído
6251,2020-08-14,18,2020-08-20,2020-09-14,18,0,D,Lara,Kappa,da Cruz,Concluído
6252,2020-08-14,11,2020-09-04,2020-09-18,11,0,G,Helena,Epsilon,Gonçalves da Cunha S/A,Concluído
6253,2020-08-14,1,2020-11-04,2020-11-04,1,1,G,Agatha,Kappa,Souza Ribeiro Ltda.,Concluído
6254,2020-08-14,14,2020-11-06,2020-11-27,16,1,B,Mirella,Kappa,da Cruz,Concluído
6255,2020-08-14,10,2020-10-22,2020-10-30,7,1,G,Agatha,Zeta,da Cunha,Concluído
6256,2020-08-17,13,2020-08-21,2020-09-04,11,0,C,Agatha,Kappa,Rocha Porto e Filhos,Concluído
6257,2020-08-17,7,2020-08-21,2020-08-28,6,0,E,Helena,Epsilon,Vieira,Concluído
6258,2020-08-17,3,2020-10-30,2020-11-03,3,3,F,Brenda,Epsilon,Pinto da Cruz - EI,Concluído
6259,2020-08-17,8,2020-09-21,2020-09-30,8,0,D,Emanuelly,Kappa,Nascimento,Concluído
6260,2020-08-17,11,2020-10-29,2020-11-13,12,0,E,Carolina,Kappa,Ribeiro,Concluído
6261,2020-08-19,2,2020-09-02,2020-09-03,2,0,D,Lara,Kappa,Ferreira da Cunha S/A,Concluído
6262,2020-08-19,9,2020-10-09,2020-10-15,5,2,B,Ana Clara,Epsilon,Dias da Luz S.A.,Concluído
6263,2020-08-19,14,2020-10-22,2020-11-10,14,0,E,Ana Clara,Epsilon,Monteiro,Concluído
6264,2020-08-19,6,2020-11-11,2020-11-18,6,3,F,Valentina,Epsilon,Moura,Concluído
6265,2020-08-20,2,2020-10-30,2020-10-30,1,1,G,Mirella,Epsilon,da Luz - EI,Concluído
6266,2020-08-20,1,2020-10-29,2020-10-29,1,0,B,Emanuelly,Kappa,da Cruz da Conceição Ltda.,Concluído
6267,2020-08-20,13,2020-08-21,2020-09-10,15,0,G,Carolina,Kappa,Pereira Aragão - ME,Concluído
6268,2020-08-20,19,2020-09-04,2020-09-25,16,0,C,Ana Clara,Kappa,da Cruz,Concluído
6269,2020-08-21,9,2020-09-23,2020-10-02,8,0,B,Maria Eduarda,Theta,Caldeira,Concluído
6270,2020-08-21,2,2020-09-04,2020-09-07,2,0,F,Agatha,Kappa,Melo Silva e Filhos,Concluído
6271,2020-08-21,4,2020-10-08,2020-10-12,3,0,B,Valentina,Theta,Freitas,Concluído
6272,2020-08-21,16,2020-09-09,2020-09-25,13,0,E,Carolina,Theta,das Neves da Rocha e Filhos,Concluído
6273,2020-08-21,20,2020-10-30,2020-11-25,19,0,B,Agatha,Kappa,das Neves da Rocha e Filhos,Concluído
6274,2020-08-21,14,2020-08-25,2020-09-04,9,0,G,Carolina,Epsilon,Peixoto Martins S/A,Concluído
6275,2020-08-21,2,2020-10-23,2020-10-23,1,3,G,Maria Eduarda,Kappa,da Cruz,Concluído
6276,2020-08-21,8,2020-09-25,2020-10-08,10,1,C,Helena,Zeta,Nascimento Viana - ME,Concluído
6277,2020-08-21,5,2020-11-13,2020-11-18,4,3,D,Carolina,Epsilon,Campos S.A.,Concluído
6278,2020-08-21,19,2020-10-16,2020-10-30,11,0,E,Emanuelly,Kappa,Santos Gomes - ME,Concluído
6279,2020-08-21,10,2020-10-21,2020-10-28,6,0,D,Valentina,Theta,Sales,Concluído
6280,2020-08-21,6,2020-10-29,2020-11-02,3,0,A,Lara,Kappa,Barbosa - ME,Concluído
6281,2020-08-21,13,2020-09-11,2020-09-29,13,1,G,Mirella,Theta,Martins,Concluído
6282,2020-08-21,1,2020-10-27,2020-10-27,1,0,B,Helena,Theta,da Cruz,Concluído
6283,2020-08-24,11,2020-10-01,2020-10-06,4,2,A,Helena,Epsilon,Costa,Concluído
6284,2020-08-24,20,2020-10-27,2020-11-10,11,0,D,Agatha,Epsilon,Ribeiro,Concluído
6285,2020-08-24,2,2020-09-16,2020-09-18,3,1,D,Lara,Theta,Duarte Melo Ltda.,Concluído
6286,2020-08-24,17,2020-09-04,2020-09-11,6,1,E,Helena,Epsilon,Duarte Teixeira - ME,Concluído
6287,2020-08-25,1,2020-08-31,2020-08-31,1,3,F,Mirella,Kappa,Viana da Rocha S/A,Concluído
6288,2020-08-25,3,2020-10-23,2020-10-27,3,0,A,Maria Eduarda,Theta,Pinto da Cruz - EI,Concluído
6289,2020-08-25,12,2020-09-14,2020-09-25,10,1,A,Brenda,Theta,Costa S/A,Concluído
6290,2020-08-26,17,2020-10-08,2020-10-23,12,3,F,Maria Eduarda,Epsilon,Almeida Carvalho S.A.,Concluído
6291,2020-08-26,4,2020-08-28,2020-09-02,4,0,G,Valentina,Kappa,Araújo,Concluído
6292,2020-08-26,18,2020-08-28,2020-09-18,16,1,C,Lara,Epsilon,Barbosa Moura - EI,Concluído
6293,2020-08-27,6,2020-10-07,2020-10-09,3,0,G,Emanuelly,Chi,Souza Ribeiro Ltda.,Concluído
6294,2020-08-27,19,2020-10-21,2020-11-09,14,0,A,Carolina,Kappa,Cardoso,Concluído
6295,2020-08-27,15,2020-10-07,2020-10-16,8,0,A,Mirella,Kappa,Silveira Mendes S.A.,Concluído
6296,2020-08-27,15,2020-09-09,2020-09-22,10,0,C,Helena,Epsilon,Ribeiro,Concluído
6297,2020-08-27,7,2020-09-29,2020-10-02,4,1,C,Helena,Kappa,Cunha,Concluído
6298,2020-08-28,9,2020-09-29,2020-10-06,6,0,F,Carolina,Zeta,Azevedo,Concluído
6299,2020-08-28,15,2020-10-16,2020-10-30,11,0,D,Ana Clara,Epsilon,Cavalcanti,Concluído
6300,2020-08-28,8,2020-09-08,2020-09-18,9,1,A,Mirella,Kappa,das Neves - ME,Concluído
6301,2020-08-28,3,2020-09-30,2020-10-02,3,0,C,Mirella,Epsilon,da Cunha Ltda.,Concluído
6302,2020-08-28,8,2020-09-04,2020-09-11,6,2,G,Emanuelly,Epsilon,Silveira S.A.,Concluído
6303,2020-08-28,17,2020-10-07,2020-10-30,18,0,G,Helena,Kappa,Cunha,Concluído
6304,2020-08-28,14,2020-10-29,2020-11-12,11,0,D,Agatha,Theta,Castro e Filhos,Concluído
6305,2020-08-28,6,2020-09-04,2020-09-08,3,0,D,Ana Clara,Epsilon,Farias,Concluído
6306,2020-08-28,11,2020-10-27,2020-11-02,5,1,B,Emanuelly,Kappa,Araújo,Concluído
6307,2020-08-28,9,2020-08-31,2020-09-11,10,0,B,Emanuelly,Kappa,Vieira,Concluído
6308,2020-08-28,12,2020-11-04,2020-11-10,5,1,F,Ana Clara,Kappa,Lopes,Concluído
6309,2020-08-28,18,2020-11-11,2020-11-20,8,2,D,Carolina,Epsilon,da Costa,Concluído
6310,2020-08-28,7,2020-10-16,2020-10-21,4,0,F,Maria Eduarda,Epsilon,das Neves da Rocha e Filhos,Concluído
6311,2020-08-28,17,2020-09-18,2020-10-02,11,0,G,Maria Eduarda,Kappa,Peixoto,Concluído
6312,2020-08-28,19,2020-11-13,2020-11-27,11,1,A,Maria Eduarda,Theta,Aragão,Concluído
6313,2020-08-31,15,2020-09-04,2020-09-14,7,1,D,Valentina,Epsilon,Nascimento,Concluído
6314,2020-09-01,2,2020-09-01,2020-09-02,2,0,E,Agatha,Kappa,da Paz Ltda.,Concluído
6315,2020-09-01,11,2020-11-27,2020-12-03,5,0,G,Valentina,Kappa,da Luz - EI,Concluído
6316,2020-09-01,1,2020-09-30,2020-09-30,1,1,G,Carolina,Kappa,Silva e Filhos,Concluído
6317,2020-09-01,15,2020-09-28,2020-10-14,13,0,B,Carolina,Kappa,da Cruz,Concluído
6318,2020-09-01,4,2020-09-11,2020-09-15,3,1,G,Ana Clara,Theta,Silva e Filhos,Concluído
6319,2020-09-01,7,2020-09-11,2020-09-21,7,0,E,Valentina,Kappa,Silva e Filhos,Concluído
6320,2020-09-01,20,2020-10-23,2020-11-13,16,0,A,Ana Clara,Theta,Freitas,Concluído
6321,2020-09-01,6,2020-10-13,2020-10-16,4,1,A,Valentina,Kappa,Nunes,Concluído
6322,2020-09-02,6,2020-10-30,2020-11-04,4,1,E,Helena,Kappa,Pinto,Concluído
6323,2020-09-02,11,2020-09-23,2020-10-07,11,1,B,Emanuelly,Kappa,Vieira,Concluído
6324,2020-09-02,4,2020-11-27,2020-12-04,6,2,D,Agatha,Kappa,Campos Rezende - ME,Concluído
6325,2020-09-02,1,2020-09-03,2020-09-03,1,1,F,Mirella,Epsilon,Martins,Concluído
6326,2020-09-02,8,2020-09-21,2020-09-25,5,0,C,Helena,Kappa,Campos S.A.,Concluído
6327,2020-09-03,1,2020-10-27,2020-10-27,1,0,C,Mirella,Chi,Aragão - EI,Concluído
6328,2020-09-03,20,2020-11-24,2020-12-04,9,1,F,Agatha,Zeta,Silveira S.A.,Concluído
6329,2020-09-03,2,2020-10-09,2020-10-09,1,0,B,Mirella,Epsilon,Gomes,Concluído
6330,2020-09-03,7,2020-10-23,2020-10-29,5,0,G,Agatha,Kappa,Pereira Oliveira S.A.,Concluído
6331,2020-09-03,17,2020-10-05,2020-10-29,19,0,E,Valentina,Kappa,Oliveira,Concluído
6332,2020-09-03,13,2020-11-27,2020-12-09,9,0,D,Lara,Kappa,Melo,Concluído
6333,2020-09-04,12,2020-09-23,2020-09-30,6,0,C,Agatha,Epsilon,Castro e Filhos,Concluído
6334,2020-09-04,15,2020-10-23,2020-11-04,9,1,F,Brenda,Kappa,Peixoto,Concluído
6335,2020-09-04,4,2020-10-29,2020-11-02,3,1,D,Ana Clara,Kappa,Santos Nunes S/A,Concluído
6336,2020-09-04,10,2020-10-09,2020-10-23,11,0,B,Agatha,Epsilon,da Luz - EI,Concluído
6337,2020-09-04,20,2020-12-03,2020-12-18,12,3,B,Emanuelly,Epsilon,da Cruz,Concluído
6338,2020-09-04,5,2020-09-25,2020-09-29,3,0,B,Emanuelly,Epsilon,Alves Peixoto e Filhos,Concluído
6339,2020-09-04,3,2020-10-16,2020-10-21,4,0,A,Emanuelly,Kappa,Silveira,Concluído
6340,2020-09-04,6,2020-11-20,2020-11-27,6,0,G,Lara,Theta,Martins e Filhos,Concluído
6341,2020-09-04,18,2020-12-01,2020-12-11,9,0,D,Ana Clara,Kappa,Ramos,Concluído
6342,2020-09-04,17,2020-11-10,2020-12-01,16,0,B,Helena,Epsilon,Campos S.A.,Concluído
6343,2020-09-04,20,2020-10-27,2020-11-13,14,0,C,Maria Eduarda,Zeta,Pereira Oliveira S.A.,Concluído
6344,2020-09-04,1,2020-10-23,2020-10-23,1,3,B,Brenda,Kappa,da Cunha Ltda.,Concluído
6345,2020-09-04,7,2020-11-20,2020-11-25,4,2,D,Helena,Theta,Carvalho Oliveira - ME,Concluído
6346,2020-09-07,17,2020-11-23,2020-12-04,10,0,E,Emanuelly,Theta,Aragão,Concluído
6347,2020-09-07,1,2020-11-06,2020-11-06,1,1,G,Brenda,Kappa,Azevedo S/A,Concluído
6348,2020-09-07,17,2020-10-20,2020-11-04,12,3,G,Ana Clara,Kappa,Sales,Concluído
6349,2020-09-07,15,2020-11-20,2020-12-07,12,0,D,Helena,Kappa,Silveira,Concluído
6350,2020-09-07,6,2020-10-27,2020-11-03,6,0,E,Helena,Kappa,Santos Nunes S/A,Concluído
6351,2020-09-07,20,2020-11-12,2020-12-07,18,1,E,Helena,Epsilon,Carvalho,Concluído
6352,2020-09-07,4,2020-09-16,2020-09-18,3,1,B,Valentina,Kappa,Azevedo S/A,Concluído
6353,2020-09-07,3,2020-10-09,2020-10-09,1,0,A,Brenda,Epsilon,Lopes Moura S/A,Concluído
6354,2020-09-08,2,2020-09-25,2020-09-28,2,2,D,Valentina,Kappa,Ramos Jesus S.A.,Concluído
6355,2020-09-08,2,2020-11-27,2020-11-30,2,0,A,Helena,Theta,Castro e Filhos,Concluído
6356,2020-09-08,11,2020-12-04,2020-12-09,4,0,E,Emanuelly,Theta,Silveira Fernandes S.A.,Concluído
6357,2020-09-08,20,2020-09-28,2020-10-15,14,0,B,Lara,Kappa,Santos Nunes S/A,Concluído
6358,2020-09-09,15,2020-10-16,2020-10-30,11,1,F,Ana Clara,Theta,da Rocha Oliveira e Filhos,Concluído
6359,2020-09-09,14,2020-11-17,2020-12-04,14,0,B,Valentina,Kappa,Caldeira,Concluído
6360,2020-09-09,4,2020-09-18,2020-09-22,3,3,G,Ana Clara,Theta,da Conceição - EI,Concluído
6361,2020-09-09,3,2020-10-15,2020-10-16,2,2,G,Maria Eduarda,Kappa,da Luz - EI,Concluído
6362,2020-09-09,1,2020-11-27,2020-11-27,1,0,B,Mirella,Epsilon,Pinto da Cruz - EI,Concluído
6363,2020-09-10,5,2020-10-14,2020-10-16,3,2,B,Maria Eduarda,Kappa,Sales,Concluído
6364,2020-09-10,17,2020-10-19,2020-11-02,11,0,C,Valentina,Kappa,Vieira,Concluído
